chapter_number,chapter_country,date,document_type,document_title,release_status,page_count,source_bucket,country_risk_level,country_risk_score,participants,frus_topics,same_date_diary_backup_count,same_date_diary_backup_titles,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_print_lead_count_14_days,nearby_public_statement_count_7_days,nearby_public_statements,context_review_note,source_note,pdf_url,catalog_url
5,Colombia,1990-01-28,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 1/28/1990; [Presidential Daily Diary] 1/28/1990",0,,0,2,"-3d 1990-01-25 - Remarks and a Question-and-Answer Session at a Luncheon for Newspaper Publishers; -4d 1990-01-24 - The President's News Conference","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: January 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-01-28--Barco.pdf,https://catalog.archives.gov/id/428080509
5,Colombia,1990-04-27,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/27/1990; [Presidential Daily Diary] 4/27/1990",0,,0,1,+6d 1990-05-03 - The President's News Conference,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: April 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-04-27--Barco.pdf,https://catalog.archives.gov/id/428080673
5,Colombia,1990-06-05,Memcon,Memorandum of Conversation,Full,8,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Virgillio Barco","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 6/5/1990; [Presidential Daily Diary] 6/5/1990",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: June 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-06-05--Barco.pdf,https://catalog.archives.gov/id/428080733
5,Colombia,1990-07-13,Memcon,Memorandum of Conversation,Declassified,6,Scowcroft extract,Monitor,26,"George H. W. Bush; Virgilio Barco","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 7/13/1990; [Presidential Daily Diary] 7/13/1990",0,,0,2,"+0d 1990-07-13 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia; -4d 1990-07-09 - Remarks at the Welcoming Ceremony for the Houston Economic Summit","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-001, Presidential Meetings - Memorandum of Conversations 7/5/90 - 9/24/90. Declassified.",documents/colombia/1990-07-13-bush-virgilio-barco-memcon-91108-001-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551670
5,Colombia,1990-07-13,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Cesar Gaviria Trujillo","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 7/13/1990; [Presidential Daily Diary] 7/13/1990",0,,0,2,"+0d 1990-07-13 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Cesar Gaviria of Colombia; -4d 1990-07-09 - Remarks at the Welcoming Ceremony for the Houston Economic Summit","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-13--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428080837
5,Colombia,1990-09-29,Memcon,Memorandum of Conversation,Declassified,6,Scowcroft extract,Monitor,26,"George H. W. Bush; Cesar Gaviria","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 9/29/1990; [Presidential Daily Diary] 9/29/1990",0,,0,4,"+0d 1990-09-29 - Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia; +3d 1990-10-02 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Patricio Aylwin Azocar of Chile; +6d 1990-10-05 - Message to the Congress Transmitting Proposed Legislation on Trade Preference for Andean Countries; +6d 1990-10-05 - Remarks on Transmitting to the Congress Proposed Legislation on Trade Preference for Andean Countries","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-002, Presidential Meetings - Memorandum of Conversations 9/25/90 - 10/31/90. Declassified.",documents/colombia/1990-09-29-bush-cesar-gaviria-memcon-91108-002-p27-scowcroft.pdf,https://catalog.archives.gov/id/366551671
5,Colombia,1990-09-29,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Monitor,26,"George H. W. Bush; Cesar Gaviria Trujillo","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/29/1990; [Presidential Daily Diary] 9/29/1990",0,,0,4,"+0d 1990-09-29 - Statement by Press Secretary Fitzwater on President Bush's Meeting in New York City With President Cesar Gaviria of Colombia; +3d 1990-10-02 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Patricio Aylwin Azocar of Chile; +6d 1990-10-05 - Message to the Congress Transmitting Proposed Legislation on Trade Preference for Andean Countries; +6d 1990-10-05 - Remarks on Transmitting to the Congress Proposed Legislation on Trade Preference for Andean Countries","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: September 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-09-29--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081077
5,Colombia,1990-11-23,Telcon,Memorandum of a Telephone Conversation,Declassified,4,Scowcroft extract,Monitor,26,"George H. W. Bush; Cesar Gaviria","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 11/23/1990; [Presidential Daily Diary] 11/23/1990 [EMPTY]",0,,0,3,"+4d 1990-11-27 - Toast at the State Luncheon Hosted by President Carlos Salinas de Gortari in Monterrey, Mexico; +7d 1990-11-30 - Remarks Announcing the Nomination of Bob Martinez To Be Director of National Drug Control Policy; +7d 1990-11-30 - Written Responses to Questions Submitted by the South American Press","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-003, Presidential Telephone Calls - Memorandum of Conversations 10/11/90 - 12/31/90. Declassified.",documents/colombia/1990-11-23-bush-cesar-gaviria-telcon-91112-003-p63-scowcroft.pdf,https://catalog.archives.gov/id/366551695
5,Colombia,1990-11-23,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Cesar Gaviria Trujillo","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 11/23/1990; [Presidential Daily Diary] 11/23/1990 [EMPTY]",0,,0,3,"+4d 1990-11-27 - Toast at the State Luncheon Hosted by President Carlos Salinas de Gortari in Monterrey, Mexico; +7d 1990-11-30 - Remarks Announcing the Nomination of Bob Martinez To Be Director of National Drug Control Policy; +7d 1990-11-30 - Written Responses to Questions Submitted by the South American Press","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: November 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-23--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081223
5,Colombia,1991-02-26,Memcon,Memorandum of Conversation,Declassified,7,Scowcroft extract,Monitor,26,"George H. W. Bush; Cesar Gaviria","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 2/26/1991; [Presidential Daily Diary] 2/26/1991",0,,0,2,"+0d 1991-02-26 - Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia; +3d 1991-03-01 - Presidential Determination No. 91-22--Memorandum on Narcotics Control Certification","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-004, Presidential Meetings - Memorandum of Conversations 01/14/91 - 03/08/91. Declassified.",documents/colombia/1991-02-26-bush-cesar-gaviria-memcon-91108-004-p33-scowcroft.pdf,https://catalog.archives.gov/id/366551673
5,Colombia,1991-02-26,Memcon,Memorandum of Conversation,Full,8,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Cesar Gaviria Trujillo","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 2/26/1991; [Presidential Daily Diary] 2/26/1991",0,,0,2,"+0d 1991-02-26 - Remarks Following Discussions With President Cesar Gaviria Trujillo of Colombia; +3d 1991-03-01 - Presidential Determination No. 91-22--Memorandum on Narcotics Control Certification","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [2]. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-26--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428082499
5,Colombia,1991-06-20,Telcon,Memorandum of a Telephone Conversation,Declassified,2,Scowcroft extract,Monitor,26,"George H. W. Bush; Cesar Gaviria","Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 6/20/1991; [Presidential Daily Diary] 6/20/1991",0,,0,1,+7d 1991-06-27 - Remarks Commemorating the First Anniversary of the Enterprise for the Americas Initiative and an Exchange With Reporters,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-008, 91112-008. Declassified.",documents/colombia/1991-06-20-bush-cesar-gaviria-telcon-91112-008-p74-scowcroft.pdf,https://catalog.archives.gov/id/366551700
5,Colombia,1991-06-20,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,26,"George H. W. Bush; Cesar Gaviria Trujillo","Latin America; South America; Colombia; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 6/20/1991; [Presidential Daily Diary] 6/20/1991",0,,0,1,+7d 1991-06-27 - Remarks Commemorating the First Anniversary of the Enterprise for the Americas Initiative and an Exchange With Reporters,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: June 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-20--Gaviria-Trujillo.pdf,https://catalog.archives.gov/id/428081721
6,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,Full,8,Presidential Memcon Files,High,68,"George H. W. Bush; Rodrigo Borja","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 7/23/1990; [Presidential Daily Diary] 7/23/1990",0,,0,1,+0d 1990-07-23 - Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-1.pdf,https://catalog.archives.gov/id/428080839
6,Ecuador,1990-07-23,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,High,68,"George H. W. Bush; Rodrigo Borja","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 7/23/1990; [Presidential Daily Diary] 7/23/1990",0,,0,1,+0d 1990-07-23 - Remarks Following Discussions With President Rodrigo Borja Cevallos of Ecuador,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: July 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-07-23--Borja-2.pdf,https://catalog.archives.gov/id/428080841
6,Ecuador,1992-07-28,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,High,68,"George H. W. Bush; Sixto Duran Ballen","Latin America; South America; Ecuador; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 7/28/1992; [Presidential Daily Diary] 7/28/1992",0,,0,1,+0d 1992-07-28 - Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307
7,Guyana,1989-06-19,Memcon,Memorandum of Conversation,Full,5,Presidential Memcon Files,Critical,86,"George H. W. Bush; Desmond Hoyte","Latin America; South America; Guyana; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 6/19/1989; [Presidential Daily Diary] 6/19/1989",10,"+0d 6/19/89 - President's Meeting with Président Desmond Hoyte of Guyana (4; +0d June 19, 1989 - Meeting with Guyanese President Hugh Desmond; +0d June 19, 1989 - Memorandum of the President’s Conversation with; +0d June 19, 1989 - Memorandum of the President’s Conversation with; +0d June 19, 1989 - Memorandum of the President’s Conversation with; +0d June 19, 1989 - The President’s Meeting with President; +0d June 19, 1989 - The President’s Meeting with President; +0d June 19, 1989 - The President’s Meeting with President |; -3d June 16, 1989 - Background Paper and Points To Be Made for the; -3d June 16, 1989 - Meeting with Guyanese President Hugh Desmond Hoyte,",10,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons) - June 1989-December 1989]: June 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-06-19--Hoyte.pdf,https://catalog.archives.gov/id/428080045
8,Paraguay,1990-06-15,Memcon,Memorandum of Conversation,Unrestricted,2,Presidential Memcon Files,Critical,89,"George H. W. Bush; Andres Rodriguez","Latin America; South America; Paraguay; Presidential Memcon Files; Memcon",2,"[Presidential Daily Backup] 6/15/1990; [Presidential Daily Diary] 6/15/1990",0,,0,1,+0d 1990-06-15 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Andrés Rodriguez Pedotti of Paraguay,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-06-15--Rodriguez.pdf,https://catalog.archives.gov/id/428080795
8,Paraguay,1991-01-31,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Critical,89,"George H. W. Bush; Andres Rodriguez","Latin America; South America; Paraguay; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 1/31/1991; [Presidential Daily Diary] 1/31/1991",0,,0,2,"+4d 1991-02-04 - Letter to Congressional Leaders on Beneficiary Trade Status for the Central African Republic, Paraguay, and Namibia; +4d 1991-02-04 - Statement by Press Secretary Fitzwater on Beneficiary Trade Status for the Central African Republic, Chile, Namibia, and Paraguay","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-31--Rodriguez.pdf,https://catalog.archives.gov/id/428081403
9,Peru,1989-05-13,Telcon,Memorandum of Telephone Conversation,Full,5,Presidential Telcon Files,Critical,87,"George H. W. Bush; Alan Garcia","Latin America; South America; Peru; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/13/1989; [Presidential Daily Diary] 5/13/1989",4,"+2d May 15, 1989 - Transmittal of the Memorandum of Conversation of; +7d May 20, 1989 - Letters to Families of Peru Victims and Phone Call; +9d May 22, 1989 - Possible Call to the President from Peruvian; +9d May 22, 1989 - Possible Call to the President from Peruvian",8,1,-4d 1989-05-09 - Interview With Members of the White House Press Corps,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Garcia.pdf,https://catalog.archives.gov/id/428080015
9,Peru,1991-09-17,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Critical,87,"George H. W. Bush; Alberto Fujimori","Latin America; South America; Peru; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/17/1991; [Presidential Daily Diary] 9/17/1991",0,,0,3,"+0d 1991-09-17 - Remarks Following Discussions With President Alberto Fujimori of Peru; +3d 1991-09-20 - Statement by Press Secretary Fitzwater on Peru's Drug Interdiction Efforts; +6d 1991-09-23 - Remarks at a Luncheon Hosted by United Nations Secretary- General Javier Perez de Cuellar in New York City","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-17--Fujimori-2.pdf,https://catalog.archives.gov/id/428081889
9,Peru,1991-09-17,Memcon,Memorandum of Conversation,Full,7,Presidential Memcon Files,Critical,87,"George H. W. Bush; Alberto Fujimori","Latin America; South America; Peru; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/17/1991; [Presidential Daily Diary] 9/17/1991",0,,0,3,"+0d 1991-09-17 - Remarks Following Discussions With President Alberto Fujimori of Peru; +3d 1991-09-20 - Statement by Press Secretary Fitzwater on Peru's Drug Interdiction Efforts; +6d 1991-09-23 - Remarks at a Luncheon Hosted by United Nations Secretary- General Javier Perez de Cuellar in New York City","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-17--Fujimori-1.pdf,https://catalog.archives.gov/id/428081887
9,Peru,1992-04-20,Telcon,Memorandum of Telephone Conversation,Full,5,Presidential Telcon Files,Critical,87,"George H. W. Bush; Alberto Fujimori","Latin America; South America; Peru; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/20/1992; [Presidential Daily Diary] 4/20/1992",0,,0,3,"+3d 1992-04-23 - Remarks to the Forum of the Americas; +4d 1992-04-24 - Teleconference Remarks to the National Association of Hispanic Journalists; +7d 1992-04-27 - Remarks on Legislative Goals and an Exchange With Reporters","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: April 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-04-20--Fujimori.pdf,https://catalog.archives.gov/id/428082203
11,Uruguay,1989-05-13,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Medium,32,"George H. W. Bush; Julio Maria; Garcia Alan; Afonsin Raul Sanguinetti","Latin America; South America; Uruguay; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/13/1989; [Presidential Daily Diary] 5/13/1989",3,"+2d May 15, 1989 - The President's Telephone Conversation with; +2d May 15, 1989 - The President’s Telephone Conversation with; +2d May 15, 1989 - Transmittal of the Memorandum of Conversation of",11,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Sanguinetti-2.pdf,https://catalog.archives.gov/id/428080019
11,Uruguay,1989-05-13,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Medium,32,"George H. W. Bush; Julio Maria Sanguinetti","Latin America; South America; Uruguay; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 5/13/1989; [Presidential Daily Diary] 5/13/1989",3,"+2d May 15, 1989 - The President's Telephone Conversation with; +2d May 15, 1989 - The President’s Telephone Conversation with; +2d May 15, 1989 - Transmittal of the Memorandum of Conversation of",11,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Sanguinetti-1.pdf,https://catalog.archives.gov/id/428080017
